602 3
9 1 0.000000
10 1 0.000000
12 1 0.000000
14 1 0.000000
30 1 0.000000
31 1 0.000000
32 1 0.000000
33 1 0.000000
599 1 0.000000
600 1 0.000000
601 1 0.000000
602 1 0.000000
603 1 0.000000
604 1 0.000000
605 1 0.000000
606 1 0.000000
607 1 0.000000
608 1 0.000000
609 1 0.000000
610 1 0.000000
611 1 0.000000
612 1 0.000000
613 1 0.000000
614 1 0.000000
615 1 0.000000
616 1 0.000000
617 1 0.000000
618 1 0.000000
619 1 0.000000
620 1 0.000000
621 1 0.000000
622 1 0.000000
623 1 0.000000
624 1 0.000000
625 1 0.000000
626 1 0.000000
627 1 0.000000
628 1 0.000000
629 1 0.000000
630 1 0.000000
631 1 0.000000
632 1 0.000000
633 1 0.000000
634 1 0.000000
635 1 0.000000
636 1 0.000000
637 1 0.000000
638 1 0.000000
639 1 0.000000
640 1 0.000000
641 1 0.000000
642 1 0.000000
643 1 0.000000
644 1 0.000000
645 1 0.000000
646 1 0.000000
647 1 0.000000
648 1 0.000000
649 1 0.000000
650 1 0.000000
651 1 0.000000
652 1 0.000000
653 1 0.000000
654 1 0.000000
655 1 0.000000
656 1 0.000000
657 1 0.000000
658 1 0.000000
659 1 0.000000
660 1 0.000000
661 1 0.000000
662 1 0.000000
663 1 0.000000
664 1 0.000000
665 1 0.000000
666 1 0.000000
667 1 0.000000
668 1 0.000000
669 1 0.000000
670 1 0.000000
671 1 0.000000
672 1 0.000000
673 1 0.000000
674 1 0.000000
675 1 0.000000
676 1 0.000000
677 1 0.000000
678 1 0.000000
679 1 0.000000
680 1 0.000000
681 1 0.000000
682 1 0.000000
683 1 0.000000
684 1 0.000000
685 1 0.000000
686 1 0.000000
687 1 0.000000
688 1 0.000000
689 1 0.000000
690 1 0.000000
691 1 0.000000
692 1 0.000000
693 1 0.000000
694 1 0.000000
695 1 0.000000
696 1 0.000000
697 1 0.000000
698 1 0.000000
699 1 0.000000
700 1 0.000000
701 1 0.000000
702 1 0.000000
703 1 0.000000
704 1 0.000000
705 1 0.000000
706 1 0.000000
707 1 0.000000
708 1 0.000000
709 1 0.000000
710 1 0.000000
711 1 0.000000
712 1 0.000000
713 1 0.000000
714 1 0.000000
715 1 0.000000
716 1 0.000000
717 1 0.000000
718 1 0.000000
719 1 0.000000
720 1 0.000000
721 1 0.000000
722 1 0.000000
723 1 0.000000
724 1 0.000000
725 1 0.000000
726 1 0.000000
727 1 0.000000
728 1 0.000000
729 1 0.000000
730 1 0.000000
731 1 0.000000
732 1 0.000000
733 1 0.000000
734 1 0.000000
735 1 0.000000
736 1 0.000000
737 1 0.000000
738 1 0.000000
739 1 0.000000
740 1 0.000000
741 1 0.000000
742 1 0.000000
743 1 0.000000
744 1 0.000000
745 1 0.000000
746 1 0.000000
747 1 0.000000
748 1 0.000000
749 1 0.000000
750 1 0.000000
751 1 0.000000
752 1 0.000000
753 1 0.000000
754 1 0.000000
755 1 0.000000
756 1 0.000000
757 1 0.000000
758 1 0.000000
759 1 0.000000
760 1 0.000000
761 1 0.000000
762 1 0.000000
763 1 0.000000
764 1 0.000000
765 1 0.000000
766 1 0.000000
767 1 0.000000
768 1 0.000000
769 1 0.000000
770 1 0.000000
771 1 0.000000
772 1 0.000000
773 1 0.000000
774 1 0.000000
775 1 0.000000
776 1 0.000000
777 1 0.000000
778 1 0.000000
779 1 0.000000
780 1 0.000000
781 1 0.000000
782 1 0.000000
783 1 0.000000
784 1 0.000000
785 1 0.000000
786 1 0.000000
787 1 0.000000
788 1 0.000000
789 1 0.000000
790 1 0.000000
791 1 0.000000
792 1 0.000000
793 1 0.000000
794 1 0.000000
795 1 0.000000
796 1 0.000000
797 1 0.000000
798 1 0.000000
799 1 0.000000
800 1 0.000000
801 1 0.000000
802 1 0.000000
803 1 0.000000
804 1 0.000000
805 1 0.000000
806 1 0.000000
807 1 0.000000
808 1 0.000000
809 1 0.000000
810 1 0.000000
811 1 0.000000
812 1 0.000000
813 1 0.000000
814 1 0.000000
815 1 0.000000
816 1 0.000000
817 1 0.000000
818 1 0.000000
819 1 0.000000
820 1 0.000000
821 1 0.000000
822 1 0.000000
823 1 0.000000
824 1 0.000000
825 1 0.000000
826 1 0.000000
827 1 0.000000
828 1 0.000000
829 1 0.000000
830 1 0.000000
831 1 0.000000
832 1 0.000000
833 1 0.000000
834 1 0.000000
835 1 0.000000
836 1 0.000000
837 1 0.000000
838 1 0.000000
839 1 0.000000
840 1 0.000000
841 1 0.000000
842 1 0.000000
843 1 0.000000
844 1 0.000000
845 1 0.000000
846 1 0.000000
847 1 0.000000
848 1 0.000000
849 1 0.000000
850 1 0.000000
851 1 0.000000
852 1 0.000000
853 1 0.000000
854 1 0.000000
855 1 0.000000
856 1 0.000000
857 1 0.000000
858 1 0.000000
859 1 0.000000
860 1 0.000000
861 1 0.000000
862 1 0.000000
863 1 0.000000
864 1 0.000000
865 1 0.000000
866 1 0.000000
867 1 0.000000
868 1 0.000000
869 1 0.000000
870 1 0.000000
871 1 0.000000
872 1 0.000000
873 1 0.000000
874 1 0.000000
875 1 0.000000
876 1 0.000000
877 1 0.000000
878 1 0.000000
879 1 0.000000
880 1 0.000000
881 1 0.000000
882 1 0.000000
883 1 0.000000
884 1 0.000000
885 1 0.000000
886 1 0.000000
887 1 0.000000
888 1 0.000000
889 1 0.000000
890 1 0.000000
891 1 0.000000
892 1 0.000000
893 1 0.000000
894 1 0.000000
895 1 0.000000
3272 1 0.000000
3273 1 0.000000
3274 1 0.000000
3275 1 0.000000
3276 1 0.000000
3277 1 0.000000
3278 1 0.000000
3279 1 0.000000
3280 1 0.000000
3281 1 0.000000
3282 1 0.000000
3283 1 0.000000
3284 1 0.000000
3285 1 0.000000
3286 1 0.000000
3287 1 0.000000
3288 1 0.000000
3289 1 0.000000
3290 1 0.000000
3291 1 0.000000
3292 1 0.000000
3293 1 0.000000
3294 1 0.000000
3295 1 0.000000
3296 1 0.000000
3297 1 0.000000
